source	x	y	sd	baseline	amplitude	r2
1528	-1.2142489	1.794896	1.1751654	-0.18804966	0.1030171	0.2142098
1529	-2.824402	-2.415139	1.5719044	-0.4836077	0.22980948	0.6264293
1530	-2.371023	-2.83361	1.8482852	-0.41735366	0.17888594	0.5293418
1531	0.76733446	0.03408799	0.054566123	-0.059146103	0.3145648	
1532	0.73272663	-2.9923036	1.7532752	-0.12291278	0.054259866	0.07855493
1533	-8.379627	5.278228	0.28264266	-0.034909572	0.3051395	
1534	-1.2082928	1.468103	0.22493093	-0.1252026	0.41909495	
1535	-0.8477421	1.1847451	0.06765993	-0.107651636	0.86021113	
1536	-2.4189296	1.6964993	1.7972999	-0.17550614	0.06759085	0.1208905
1537	-2.7637815	-1.3058547	1.7710866	-0.55089927	0.21600541	0.5971949
1538	-2.539578	-2.6936052	1.7387897	-0.63841844	0.2837822	0.7162319
1539	-0.37819374	-5.7900467	1.365867	-0.07529549	0.13754822	0.053591907
1540	8.891019	4.9399962	0.1265272	-0.040955305	0.30182806	
1541	-8.920663	5.0719824	0.15677299	-0.05312937	0.5055646	
1542	-0.3442633	1.2073183	0.05980384	-0.061611496	0.36031154	
1543	-0.7064817	1.8526436	0.11682931	-0.044225845	0.27404055	
1544	-0.079317465	2.048749	0.47524953	-0.0709431	0.10752167	
1545	-2.148596	0.6399242	1.5588919	-0.29094538	0.1195364	0.2423513
1546	-2.6499567	-4.4899135	0.73519784	-0.31518897	0.4060683	0.4590847
1547	-2.1179018	-4.405979	0.16231821	-0.13000995	0.6259656	
1548	3.7931657	4.7615085	1.7727047	-0.06506942	0.045489028	0.035661697
1549	10.697966	4.779183	1.6042072	-0.07837049	0.41615406	0.060954392
1550	-7.535487	4.8509245	0.0662177	-0.06378679	0.53464586	
1551	-1.3474046	2.9290946	1.0205054	-0.06852561	0.048918243	0.04602188
1552	-1.1622447	1.800499	0.14378068	-0.15028377	0.8161325	
1553	-1.133676	1.9016341	0.3703604	-0.15925266	0.3125187	
1554	-1.4658645	1.3289865	1.1597272	-0.22143014	0.11887773	0.16174418
1555	-2.5962324	-4.781781	0.058336407	-0.17835356	1.1953044	
1556	-2.5285392	-4.9838457	0.21158408	-0.18391755	0.9704219	
1557	-1.2629846	4.061028	1.0069562	-0.060320966	0.050473113	0.03514141
1558	-2.595247	-2.286928	0.05484991	-0.06893837	0.48549274	
1559	12.846355	1.7421978	2.4811413	-0.080739416	0.4293149	0.0473271
1560	4.7978745	1.3949307	2.8900123	-0.1366059	0.040382322	0.07441777
1561	-0.67564046	1.0636858	1.327665	-0.41501454	0.1700929	0.45898628
1562	-0.87669843	1.8150401	0.11442406	-0.15727153	1.010704	
1563	-1.1936038	2.1039479	0.765358	-0.2688343	0.25105777	0.33837092
1564	-2.5742812	2.081181	1.2114799	-0.17934144	0.10606991	0.15377903
1565	-2.672941	-4.9699106	0.111775555	-0.18435444	1.3328972	
1566	-2.3953862	-4.9219394	0.122961	-0.08078825	0.5556345	
1567	-0.3387126	5.082725	0.054057922	-0.059653297	0.39265758	
1568	-2.5960338	4.9852304	0.05302359	-0.047595862	0.30721337	
1569	-3.4164462	-5.0981336	0.2556421	-0.068763874	0.44690466	
1570	5.010532	1.0449884	2.0731654	-0.13510908	0.049355652	0.092121184
1571	-0.38945988	1.2818437	0.91455406	-0.21919204	0.124932624	0.18622196
1572	-0.3452262	2.36154	0.061422117	-0.05825579	0.421372	
1573	-1.1732345	2.1320746	1.0687342	-0.31959945	0.2035628	0.41662228
1574	-3.7751825	0.9097557	1.2399641	-0.23231605	0.13541393	0.2183643
1575	-4.894296	-0.85232013	2.101342	-0.4980872	0.17914362	0.48426825
1576	-5.218965	-3.6301453	2.1172707	-0.1529746	0.07299459	0.14663959
1577	-0.7866518	5.0921154	0.06682003	-0.059398394	0.485323	
1578	-2.5903122	-4.9112105	0.05533163	-0.056443643	0.37175778	
1579	-2.7850134	5.1490273	0.19050567	-0.08229243	0.649578	
1580	6.8949227	2.1246176	0.053154312	-0.086676486	0.54950976	
1581	9.692155	0.9418982	0.5926554	-0.06456511	0.64818555	0.05746883
1582	0.503682	1.6121855	1.5277388	-0.18164098	0.071394674	0.12515622
1583	-1.6459115	1.821419	1.584451	-0.44567665	0.18619955	0.5268564
1584	-4.5106707	0.34981355	1.3492935	-0.27368596	0.14721191	0.2789907
1585	-5.8610706	-0.35252526	2.0347729	-0.6680412	0.2572351	0.5999938
1586	-7.086989	-1.2097254	2.5556548	-0.5327067	0.21135221	0.5019782
1587	-0.60255724	-5.1104	0.21607262	-0.045356248	0.37221187	
1588	-1.0294899	5.5976043	0.42735213	-0.05436572	0.6657218	
1589	-0.80095124	5.0885186	0.06957381	-0.073411934	0.5885081	
1590	8.981104	2.1363797	0.12923208	-0.072849244	0.6234646	
1591	8.481675	-4.9136477	0.06013735	-0.06696679	0.5042852	
1592	-2.1815605	1.4831517	1.6661524	-0.4083129	0.16420537	0.46032816
1593	-2.2896237	1.8774397	2.086226	-0.44970873	0.15345883	0.5003948
1594	-1.7271107	4.5205336	0.18647477	-0.08528827	0.339514	
1595	-5.6051354	0.64167386	1.5303097	-0.476158	0.22942849	0.5025905
1596	-6.733601	-0.0026252172	2.3342052	-0.3656936	0.14038098	0.30229694
1597	8.930155	2.8017647	0.16340676	-0.025524296	0.15997991	
1598	-0.8863037	5.0349607	0.09756214	-0.06613814	0.52718025	
1599	8.978358	5.003874	0.13580893	-0.058526095	0.5982799	
1600	-2.4604425	2.1184433	2.0727868	-0.38091198	0.13447009	0.47875738
1601	-3.0155334	2.6198764	2.3825033	-0.33456242	0.11441611	0.37901938
1602	-2.6634648	3.5154502	0.6849504	-0.10120754	0.10736713	0.12824231
1603	-3.1172636	1.2142322	1.2056235	-0.10733427	0.06369238	0.09354365
1604	-3.6424952	4.3599267	1.2986038	-0.12266833	0.09408109	0.10695404
1605	-4.612434	5.439227	0.6760964	-0.09715895	0.3204172	0.079431474
1606	-4.182948	5.5397897	0.46951458	-0.024995537	0.19972205	
1607	3.9122627	-4.2120295	3.259415	-0.068188675	0.026221346	0.022559822
1608	-0.8028121	5.07465	0.17562611	-0.04890258	0.30657113	
1609	-1.6774304	3.2888231	1.7893411	-0.24127778	0.11025802	0.28251457
1610	-1.4983513	5.8758354	1.3639201	-0.13884258	0.25126392	0.16002595
1611	-2.131044	4.304823	0.088854656	-0.10561375	0.84725827	
1612	-2.6701815	3.9726536	1.1755868	-0.11141865	0.08160209	0.098555446
1613	-4.0044227	3.9184024	1.1660582	-0.15903892	0.11555809	0.15737003
1614	-4.7571177	4.0608068	1.0528085	-0.13701662	0.11089237	0.1573242
1615	4.4160395	2.9993553	0.055789355	-0.032494076	0.16584618	
1616	-3.217213	-1.1379927	7.471693	0.30143985	-0.07744171	0.16851503
1617	-8.879995	5.101787	0.15464096	-0.050229654	0.48989022	
1618	0.0036388831	4.9892445	0.11086698	-0.04954944	0.38001803	
1619	-0.18927112	7.2620273	1.3564854	-0.08510132	0.7797058	0.07369745
1620	-2.1924257	4.6445103	0.40602764	-0.10859852	0.22179347	
1621	-2.9629095	5.771924	0.5904835	-0.0935324	0.8206501	0.08287734
1622	-6.3012943	5.1614137	1.7616174	-0.17684238	0.15697712	0.119219124
1623	-7.0258827	4.6759176	1.7257186	-0.15644237	0.124312304	0.14056432
1624	4.6187	-5.0851307	0.19584973	-0.044834662	0.36931622	
1625	-2.3574092	4.988494	0.061940577	-0.047874838	0.38456607	
1626	8.95709	5.0456533	0.12910424	-0.054251786	0.55958605	
1627	-4.9836116	3.675613	1.2955961	-0.061089125	0.039143756	0.04075253
1628	-3.9739983	5.2751055	0.31294742	-0.049644202	0.35217294	
1629	-2.5914094	4.978378	0.059963558	-0.10714979	0.7721967	
1630	-2.6693144	5.0535507	0.11118616	-0.08278632	0.6004602	
1631	-8.667038	5.8483295	1.8685275	-0.18293479	0.35499263	0.15458542
1632	-9.512966	5.438429	0.97824246	-0.16340572	1.0768229	0.14676267
1633	8.9405775	5.0612082	0.12502398	-0.03583531	0.3652897	
1634	-2.3381522	5.054137	0.08155598	-0.04690986	0.38771453	
1635	8.354715	1.196043	0.084764704	-0.036790878	0.3448699	
1636	-5.5371227	-4.2248187	0.055835247	-0.034496166	0.25711843	
1637	-7.7953854	-4.913777	0.062290892	-0.041033514	0.2715192	
1638	-2.610191	5.073656	0.12804452	-0.045500804	0.32412505	
1639	-2.294236	5.0667377	0.1252213	-0.07239873	0.5855873	
1640	-8.1670885	5.2269444	0.25206536	-0.07224043	0.59383947	
1641	-8.792506	-5.050752	0.1607504	-0.09339902	0.9055757	
1642	-8.933518	-4.9924135	0.13676733	-0.07823312	0.8070471	
1643	-0.8892752	-0.7930035	6.02911	0.3599002	-0.08060287	0.25603318
1644	8.37203	4.3935585	0.2292292	-0.014589751	0.048119105	
1645	7.8443027	3.6291556	0.068528436	-0.02113893	0.18886371	
1646	-13.0694065	-4.039943	4.036586	-0.0616074	0.121070236	0.023189485
1647	8.491357	3.0018017	0.061870772	-0.035426896	0.22177465	
1648	-1.6567949	5.0571685	0.11144073	-0.041629467	0.3317274	
1649	-1.1236805	-4.948543	0.08772863	-0.034871027	0.34166196	
1650	-8.933928	-4.9943647	0.14260596	-0.05124324	0.52847826	
1651	-8.706149	-5.0258045	0.13531813	-0.061673712	0.56936544	
1652	-0.79121506	-0.100151464	6.7398596	0.4803855	-0.11077813	0.35229605
1653	4.0427756	-4.9471335	0.089041054	-0.02409356	0.22980803	
1654	-8.011585	-4.9925957	0.16450156	-0.035023786	0.2378316	
1655	-8.923221	-4.999262	0.1612664	-0.03844481	0.3770873	
1656	-1.9336544	-4.759628	0.059507366	-0.029396877	0.1850293	
1657	-1.0902148	-0.2932181	6.8563256	1.055275	-0.24567531	0.6347469
1658	0.30994445	0.15546319	8.509149	-0.23884976	0.061429787	0.085265994
1659	-10.075526	2.3993232	1.196878	-0.029231593	0.09746004	0.012542784
1660	0.0	0.0	0.0	0.0	0.0	
1661	-1.1133932	-3.0263152	0.8705878	-0.03745841	0.031620834	0.09608877
1662	-0.34666303	5.081765	0.05855336	-0.04260598	0.2855417	
1663	-0.79126	-2.4169054	0.050682876	-0.08601242	0.54095304	
1664	0.0	0.0	0.0	0.0	0.0	
1665	-1.0217032	-1.6664774	0.4468382	-0.20734748	0.33819956	
1666	-0.55848426	-1.8990896	0.39196855	-0.24082197	0.44247603	
1667	-0.25599402	-1.6585274	0.57003176	-0.20816618	0.25445867	0.2636268
1668	-0.7730402	-2.4236302	1.1126043	-0.1847466	0.11578782	0.14732826
1669	0.0	0.0	0.0	0.0	0.0	
1670	-1.0986588	-0.42424533	1.3666204	-0.28349537	0.11308938	0.28157943
1671	-1.6580721	-1.9567268	1.0598354	-0.2787953	0.18376875	0.3853976
1672	-0.63478893	-2.3666387	1.7460568	-0.2176683	0.08665657	0.20233369
1673	0.35196078	-2.040883	1.5067511	-0.17406072	0.07441084	0.1603086
1674	2.0596323	-3.564755	2.80113	-0.12802528	0.045289475	0.057257593
1675	-2.9572601	5.811276	4.477322	-0.17628501	0.06988815	0.0921551
1676	0.33484614	3.4896567	0.05517292	-0.051784035	0.32355747	
1677	-1.8977801	-0.9312764	0.6879447	-0.06377974	0.06606822	0.043344617
1678	-2.3068528	-1.8509831	0.7584838	-0.20468856	0.19652341	0.31000602
1679	-3.1895964	-5.7556868	0.78355485	-0.08407513	0.42688265	0.10085702
1680	-3.4071329	5.1976566	0.21139033	-0.046779674	0.41159126	
1681	-0.007952232	1.7551472	0.719474	-0.048393343	0.043845218	0.05230415
1682	-0.8351743	1.0300764	0.54569685	-0.22677056	0.2468731	0.3315786
1683	-0.90032774	0.55690306	0.4851848	-0.2003395	0.20096481	
1684	-2.0831902	-0.49621722	1.2441918	-0.26633182	0.13707505	0.2973259
1685	-2.3512788	-1.5225989	1.302902	-0.57334787	0.30493	0.6894473
1686	-2.5162253	-2.1408248	1.3764147	-0.2814684	0.14749423	0.37117833
1687	-2.838115	-1.2905067	0.13398857	-0.08000408	0.46014208	
1688	-3.1478298	1.4189525	0.13823746	-0.029868029	0.16222948	
1689	-0.7660859	1.4759674	0.15827598	-0.15798011	0.7287734	
1690	-0.6708913	1.1294113	0.20640035	-0.26127055	0.89729875	
1691	-0.77685523	0.6778906	0.056587398	-0.16774349	1.0898839	
1692	-0.20135997	1.0806508	1.4752432	-0.23844278	0.08892559	0.19879591
1693	-2.8354318	-1.1697633	1.7312461	-0.5558339	0.22232859	0.6033004
1694	-3.152226	-2.1741083	1.578394	-0.61612594	0.28875405	0.7316604
1695	-3.5267582	-2.4187331	1.1214238	-0.2586685	0.16957301	0.38478822
1696	-3.930296	-2.1093771	1.0390818	-0.24248949	0.17032216	0.33610475
1697	-1.4082384	1.686572	1.049723	-0.1649283	0.10355276	0.18533123
1698	-0.7190948	0.8760051	0.69281435	-0.3109156	0.21167412	0.40624368
1699	-0.3998692	0.84478986	0.42932966	-0.41997883	0.43499565	
1700	-0.6221251	1.2467145	0.13885339	-0.15710568	0.8531328	
1701	-7.5098405	2.0839965	0.052042875	-0.029621834	0.198695	
1702	-3.8655226	-2.110309	1.58809	-0.48995322	0.23049672	0.56358385
1703	-3.868491	-2.448341	1.4895921	-0.58527875	0.2974467	0.74197423
1704	-4.089943	-2.4740348	1.2463146	-0.34185138	0.20379037	0.54115605
1705	-4.849973	-2.6811593	1.0817226	-0.15114981	0.1033615	0.20304424
1706	-1.6682323	0.5529488	1.5241424	-0.26396948	0.10456438	0.32246196
1707	-0.43524337	0.25158882	0.3932589	-0.55593693	0.28601858	
1708	-0.4816755	1.4127322	0.16365223	-0.19224353	0.8612707	
1709	-3.9580283	0.9710107	0.26029852	-0.17373584	0.4767709	
1710	-3.7276833	-4.3747225	0.06942048	-0.28978157	2.9441671	
1711	-4.0748353	-3.3928542	1.3074211	-0.3448554	0.21459344	0.55464506
1712	-4.4559736	-3.0029292	1.2091805	-0.24501413	0.15476538	0.36163998
1713	-2.8616142	4.6081257	0.066295914	-0.052342	0.41308776	
1714	-0.7717166	1.478679	0.8804265	-0.18541756	0.1258108	0.22616065
1715	-0.6718985	1.3625518	0.65615624	-0.26949322	0.2526422	0.37086266
1716	-0.65655136	0.7392586	0.3562022	-0.19116436	0.28674042	
1717	-3.9986985	0.78764576	0.94792056	-0.26264873	0.20130809	0.38781083
1718	-4.3577642	0.51678485	0.05981432	-0.17807856	1.2835709	
1719	-3.8386412	-5.4012785	0.43144777	-0.13895111	1.115699	
1720	-3.9065492	-5.9543366	0.80034995	-0.08707009	0.6148543	0.076612115
1721	-4.1471257	4.1507177	0.064727984	-0.03744054	0.2786757	
1722	-2.833331	-3.8702233	0.05889327	-0.039658714	0.26175892	
1723	-0.5846923	0.9757423	0.69650877	-0.15678117	0.10643988	0.110418975
1724	-0.32139206	0.7819591	0.5290937	-0.22148752	0.15296352	0.1314379
1725	0.15515688	1.5518811	1.4555469	-0.24665114	0.09890525	0.19173872
1726	-0.6140594	3.0644023	0.7544276	-0.10854447	0.10384951	0.14151776
1727	-4.659064	0.05207615	1.5207273	-0.4376296	0.20904243	0.47075862
1728	-5.8412504	-0.87437433	2.0247467	-0.56902754	0.22150274	0.55549216
1729	-5.105652	-6.464002	0.9895245	-0.19174781	1.853434	0.30008173
1730	-1.698183	4.986145	0.0629387	-0.078981966	0.64541125	
1731	-8.844851	5.122888	0.15927453	-0.03620919	0.36134914	
1732	-3.184491	5.108625	0.14193119	-0.055131476	0.46489567	
1733	6.6819415	0.063608766	0.048189107	-0.049348924	0.25952485	
1734	1.0481483	2.1060734	1.0300183	-0.11378408	0.07477167	0.12465626
1735	-0.18502739	2.4224157	1.2032316	-0.32604763	0.18200089	0.36722445
1736	-0.5383572	2.762122	0.81203306	-0.25975376	0.2299615	0.37097156
1737	-0.6588941	4.140008	0.6695787	-0.1407165	0.16223681	0.18558878
1738	-5.336563	-0.24808282	1.7016122	-0.4709646	0.20468013	0.477553
1739	-6.3122907	-0.70447963	2.089595	-0.73310465	0.28918087	0.6614109
1740	-6.8585744	-1.4002557	2.5475888	-0.5139366	0.19934613	0.49080282
1741	-0.75971234	5.7654715	0.5255606	-0.06905497	0.83041596	0.038010836
1742	-8.03793	-2.139631	0.45520243	-0.070421174	0.1152963	
1743	-1.1900473	1.8034983	1.2805156	-0.41078398	0.20470838	0.54577214
1744	-0.90903556	2.2085614	1.3244867	-0.5849679	0.2921374	0.6599791
1745	-0.65976614	2.8231938	0.9044698	-0.33712715	0.2680679	0.42406827
1746	-0.54758155	4.920123	0.71384084	-0.19105217	0.31322828	0.22950834
1747	-6.257558	-0.026604941	1.9859799	-0.66547465	0.26844814	0.61161447
1748	-6.1249084	1.2708862	1.5222553	-0.3267707	0.16151871	0.34444338
1749	8.955416	5.057105	0.13234882	-0.036595605	0.38685286	
1750	-2.210818	2.5003033	1.7513477	-0.6217163	0.26107052	0.63584864
1751	-1.3087013	3.1143658	1.3548465	-0.3288329	0.18339543	0.39435452
1752	-1.2629744	4.6574965	0.6235871	-0.15124796	0.22631887	0.16147286
1753	-4.911285	3.2583735	1.3024827	-0.15989712	0.09588871	0.15196389
1754	-4.47383	6.2646365	1.1234661	-0.12739898	0.5230273	0.09819758
1755	-5.413279	5.1425405	0.32381994	-0.050893854	0.23140506	
1756	4.7759914	5.2524543	0.2801524	-0.03664063	0.27916136	
1757	-2.3556776	2.607413	2.132655	-0.46329662	0.16839169	0.50781053
1758	-1.3084273	4.5290055	1.0936859	-0.110700876	0.1030006	0.13622373
1759	-2.1594882	5.022305	0.13839626	-0.090410076	0.6004638	
1760	-4.0050135	3.0655794	1.293035	-0.13619284	0.08043122	0.13473403
1761	-5.496073	4.5523386	1.3564341	-0.16219911	0.1302995	0.1586526
1762	-7.1272864	7.0249443	1.3372372	-0.06505929	0.4895043	0.05109042
1763	4.5552335	4.807994	0.08975618	-0.042777237	0.35015506	
1764	-8.917601	5.032114	0.14338958	-0.08219441	0.7039164	
1765	8.9677305	3.2497911	0.14774077	-0.0873251	0.6793919	
1766	2.6747499	7.1391788	3.748501	-0.12455068	0.08281927	0.07207954
1767	4.857838	-1.7369658	0.22395018	-0.04397395	0.1429107	
1768	-5.3296585	3.1456487	1.3242294	-0.1612053	0.09452674	0.1395809
1769	-7.216272	3.6616712	1.8728689	-0.22315176	0.1328098	0.20434493
1770	3.1904259	-2.4162993	0.08103152	-0.03242644	0.31728736	
1771	-9.163463	3.8863888	0.35223123	-0.058007468	0.35975325	
1772	4.717745	-5.471297	3.3153524	-0.15595633	0.083303705	0.13559163
1773	2.2801528	-1.1974254	2.8837643	-0.15438816	0.04054273	0.085449934
1774	4.6436768	-3.9565537	0.08420058	-0.0559108	0.50881314	
1775	-7.517717	4.849275	1.7357625	-0.22718145	0.20902178	0.22365105
1776	-9.755945	4.6482625	1.7035438	-0.28271106	0.5998067	0.2847106
1777	-8.4705	4.9866166	0.058973104	-0.0714848	0.5331949	
1778	-9.248814	3.9345043	0.88400763	-0.05963732	0.13794024	0.061436474
1779	4.3970275	-4.9118676	0.05757166	-0.06483148	0.45100996	
1780	-0.33709246	-4.7778172	0.05290139	-0.05879991	0.37258124	
1781	-0.57133526	-4.376019	0.07704069	-0.03454293	0.37521797	
1782	-3.656652	-5.081297	0.20862101	-0.03825067	0.28292468	
1783	-8.346528	4.878648	0.43194917	-0.18086502	0.45918825	
1784	-8.46761	5.086799	0.059444584	-0.102432124	0.8266202	
1785	0.15634856	0.15502156	6.5884676	0.42438284	-0.09652555	0.2690338
1786	-8.197131	3.7905638	0.093302734	-0.036607936	0.2921567	
1787	3.7186272	4.98257	0.056849957	-0.041930716	0.2870009	
1788	-4.6239815	0.21282604	4.860953	0.25254157	-0.06316481	0.13338828
1789	-0.36588454	-4.7593517	0.0775491	-0.03091256	0.20866986	
1790	0.33760166	-4.273984	7.0342956	0.16027987	-0.04392622	0.062032044
1791	4.040867	-3.0983074	0.9315987	-0.053973045	0.043007046	0.040302277
1792	-8.776008	-5.041606	0.14589502	-0.046261515	0.451833	
1793	8.945142	5.0558834	0.1272224	-0.045309506	0.46064198	
1794	8.938557	5.0618515	0.123700514	-0.021220967	0.21530971	
1795	0.1441082	-0.806199	7.5819955	0.3363644	-0.08115825	0.1767878
1796	2.830724	-2.063467	1.6081259	-0.109821424	0.04964914	0.094296515
1797	-8.421172	-4.976955	0.1088272	-0.027043663	0.2135442	
1798	8.910039	5.062835	0.12846112	-0.12194112	1.1414615	
1799	8.920457	5.0591974	0.12629029	-0.11214557	1.0663939	
1800	8.948746	5.053162	0.123624496	-0.029444095	0.30139863	
1801	8.938505	5.061789	0.12745847	-0.06745344	0.68309367	
1802	0.0	0.0	0.0	0.0	0.0	
1803	-0.7600944	-2.2649548	0.14229569	-0.06443291	0.32870567	
1804	-0.57185894	-1.6322957	0.5458596	-0.2869629	0.3724474	0.4443313
1805	-0.48299983	-2.0877979	0.62581515	-0.12839971	0.14755295	0.1252492
1806	-0.7886453	5.082122	0.05701538	-0.08317797	0.5712033	
1807	0.0	0.0	0.0	0.0	0.0	
1808	-1.2397829	-1.160549	1.3401533	-0.35012284	0.1554465	0.38987833
1809	-0.95714635	-1.4311436	0.48967624	-0.3338041	0.49080044	
1810	-0.6716492	-1.5665455	0.6041961	-0.2582795	0.29514948	0.3756237
1811	-0.1879089	-2.1698976	1.3454465	-0.22000964	0.10658423	0.14619279
1812	-0.47308972	-3.0394502	1.1765171	-0.12985533	0.08222137	0.074269116
1813	-0.4162683	-0.04544625	0.30538344	-0.67180145	0.3370117	
1814	-1.2698941	-0.9045964	0.71779394	-0.21833129	0.18756454	0.2748863
1815	-1.8723187	-1.4388824	0.12754694	-0.09350469	0.5512113	
1816	-1.6970615	-1.3778335	1.4394444	-0.21711403	0.096915804	0.23289526
1817	3.877906	0.513074	5.0181775	-0.11240093	0.02688298	0.033750534
1818	6.3487015	-4.3732715	0.14352451	-0.026214518	0.1452901	
1819	4.2077684	7.961247	3.5074918	-0.082464844	0.087370664	0.04545045
1820	-1.0448387	0.76301074	2.1565204	-0.2634386	0.07775214	0.22352076
1821	-0.86319774	-0.12594134	0.27567497	-0.14939173	0.28057677	
1822	-2.3769228	-0.8056768	1.1082145	-0.41612232	0.25788867	0.56534123
1823	-2.5966353	-1.4364744	1.0435325	-0.42291707	0.29054227	0.5988204
1824	-3.3103976	-2.4572399	1.6270342	-0.1984956	0.0928337	0.18449485
1825	-3.0963218	-1.8135828	1.1393623	-0.10291538	0.065575	0.09481323
1826	-1.168985	0.67434824	1.2905256	-0.46206668	0.19694011	0.4787562
1827	-0.7662983	0.7782287	0.6414567	-0.26562792	0.19104463	0.24051178
1828	1.739395	0.60574883	1.3048064	-0.12362998	0.05708757	0.06203401
1829	-2.155419	-0.72711253	1.2647913	-0.5593227	0.28868502	0.67017925
1830	-2.426847	-1.0907844	1.2727165	-0.59308964	0.31883168	0.74118465
1831	-3.0695083	-1.9159355	1.6529119	-0.3262736	0.14357844	0.35856807
1832	-3.2382069	-2.160188	1.3506682	-0.3291718	0.17902386	0.39791757
1833	-3.5063503	-2.1104286	1.3310225	-0.15084323	0.08331045	0.18378663
1834	-1.8657132	0.10593422	0.92583394	-0.38489377	0.26306695	0.7727421
1835	-1.2346028	0.33649236	1.0498621	-0.6610283	0.32722345	0.7561498
1836	-0.8238934	0.6905993	0.94818455	-0.62125903	0.30871096	0.5840328
1837	0.19532704	1.293927	1.0093744	-0.31259972	0.16026703	0.35772264
1838	-3.3846047	1.2138392	1.0647833	-0.14921354	0.101414494	0.15440387
1839	-2.9781957	-0.52987504	1.9823837	-0.445041	0.15423755	0.45092803
1840	-3.4740093	-2.0870166	1.248823	-0.39873096	0.23397444	0.57942754
1841	-3.7009227	-2.0046852	1.1682277	-0.3898666	0.24404755	0.52479285
1842	-2.3406389	-4.910845	0.14678511	-0.053757124	0.32636252	
1843	-1.8612976	0.021406386	0.9193102	-0.563557	0.38787344	0.8497916
1844	-1.0554588	0.35737333	0.92318827	-0.66699386	0.34481537	0.77240324
1845	-0.62665874	0.7421702	0.65396535	-0.65558815	0.41611478	0.62767315
1846	0.09325329	1.9283382	0.22679527	-0.08455234	0.2694296	
1847	-4.042896	-0.1411128	1.3374658	-0.2595066	0.140299	0.31116027
1848	-4.06447	-1.7532034	1.4062992	-0.66086096	0.3444557	0.81863827
1849	-4.0443273	-1.9838798	1.2203202	-0.60220194	0.36136648	0.7727102
1850	-4.475633	-3.407681	1.6758927	-0.20203763	0.105462305	0.18698043
1851	-0.12365022	-0.59489983	3.6925032	-0.43415627	0.09711862	0.3286909
1852	-2.4640734	1.8182683	0.2596686	-0.07366488	0.20368837	
1853	-4.4042153	-1.2452437	1.3692293	-0.63239294	0.33664858	0.78250235
1854	-4.50363	-2.0749998	1.3356692	-0.65667576	0.36276603	0.8388523
1855	-4.636402	-2.7139382	1.3079944	-0.5854925	0.33916673	0.76037973
1856	-5.119381	-2.7911882	1.1315986	-0.27165928	0.17919749	0.36124074
1857	-3.5428414	1.7866305	1.2585776	-0.1592423	0.09160256	0.16565931
1858	-4.805066	1.1530665	0.5022598	-0.15053868	0.21806762	0.19971919
1859	-4.8384123	-5.3389997	0.72978556	-0.2755981	0.8020767	0.5328213
1860	-4.8617167	-3.8981912	1.2958822	-0.4770471	0.33134052	0.70503646
1861	-5.060767	-3.272699	1.2793343	-0.56111884	0.34931058	0.7166866
1862	-4.685953	0.17396373	1.4361098	-0.33683988	0.17040491	0.41073555
1863	-5.8068237	-0.44192043	1.5332199	-0.47309932	0.22912368	0.51454204
1864	-6.3542933	-5.9659534	1.2323776	-0.27893466	0.73930115	0.44799227
1865	-5.352872	-6.3496532	0.9685838	-0.19830191	1.6684471	0.345317
1866	-5.1967044	-5.7403016	0.82480735	-0.20141669	0.8893357	0.27863187
1867	-0.60410136	2.4629636	0.85836995	-0.08906773	0.07355682	0.08519447
1868	-0.37857345	3.5259578	1.1413573	-0.079684384	0.054288723	0.0654735
1869	-6.490074	-0.801278	1.8104376	-0.65749454	0.29136312	0.6333216
1870	-7.239655	-1.7944106	2.03522	-0.5999768	0.28244263	0.6349854
1871	-7.795626	-3.3228538	2.172211	-0.27582774	0.16630094	0.31914687
1872	-2.353832	3.9549868	0.06206023	-0.06109693	0.4585165	
1873	-0.28906864	3.5699127	0.8358755	-0.19095962	0.16935788	0.19678819
1874	-0.5918592	3.7838483	0.90983385	-0.19696122	0.16733466	0.21442908
1875	-6.6592083	-0.003505623	1.7582587	-0.61350954	0.28072006	0.5878168
1876	-7.2995486	-0.5697253	1.8640532	-0.5255759	0.2533084	0.56114185
1877	-9.803742	-2.8667834	2.3892317	-0.20222384	0.20547493	0.20233113
1878	-2.0244582	-2.527543	0.19760089	-0.012927135	0.049366564	
1879	-6.277241	2.11022	1.3672663	-0.2382676	0.1311391	0.25171065
1880	-6.800204	2.5878656	0.95349854	-0.18110482	0.1395343	0.20591575
1881	-8.479593	4.838141	0.059776362	-0.062583156	0.40125254	
1882	-2.1759233	4.4418006	1.2937583	-0.28347465	0.22482	0.31243116
1883	-2.3414812	4.161551	0.8117393	-0.2877548	0.2895175	0.3204617
1884	-6.566921	4.7470617	1.6462102	-0.15536474	0.12385249	0.13208812
1885	-9.0429125	4.4740677	0.22372186	-0.0788529	0.59751475	
1886	-3.123415	2.0468354	2.2031298	-0.3948798	0.13507906	0.33083123
1887	-2.1768515	5.030764	1.4680148	-0.2261131	0.21065198	0.3152179
1888	-3.1800237	4.7298646	0.24721192	-0.15746748	0.49453405	
1889	-3.444769	3.500664	0.596776	-0.17747684	0.21389435	0.3051067
1890	-7.1696935	4.001597	2.130416	-0.26374575	0.15870546	0.2421791
1891	-8.381919	4.327187	0.10313829	-0.059546262	0.43558216	
